county,state.abbr,FIPS,prescribing.rate,year,rur.mic.metro,rural.metro,state,region,prescribe.level
St. Lucie,FL,12111,76.1,2009,Metropolitan,Metropolitan,Florida,South,Medium
Santa Rosa,FL,12113,131.8,2009,Metropolitan,Metropolitan,Florida,South,High
Sarasota,FL,12115,99.2,2009,Metropolitan,Metropolitan,Florida,South,High
Seminole,FL,12117,78.8,2009,Metropolitan,Metropolitan,Florida,South,Medium
Sumter,FL,12119,66.5,2009,Metropolitan,Metropolitan,Florida,South,Medium
Suwannee,FL,12121,94.2,2009,Micropolitan,Rural,Florida,South,Medium
Taylor,FL,12123,108.6,2009,Micropolitan,Rural,Florida,South,High
Union,FL,12125,74.9,2009,Micropolitan,Rural,Florida,South,Medium
Volusia,FL,12127,103,2009,Metropolitan,Metropolitan,Florida,South,High
Wakulla,FL,12129,79,2009,Metropolitan,Metropolitan,Florida,South,Medium
Walton,FL,12131,116.4,2009,Metropolitan,Metropolitan,Florida,South,High
Washington,FL,12133,143.2,2009,Micropolitan,Rural,Florida,South,High
Appling,GA,13001,106.9,2009,Micropolitan,Rural,Georgia,South,High
Atkinson,GA,13003,66.8,2009,Rural,Rural,Georgia,South,Medium
Bacon,GA,13005,149,2009,Micropolitan,Rural,Georgia,South,High
Baldwin,GA,13009,99.7,2009,Micropolitan,Rural,Georgia,South,High
Banks,GA,13011,21.1,2009,Rural,Rural,Georgia,South,Low
Barrow,GA,13013,97,2009,Metropolitan,Metropolitan,Georgia,South,High
Bartow,GA,13015,116,2009,Metropolitan,Metropolitan,Georgia,South,High
Ben Hill,GA,13017,143.8,2009,Micropolitan,Rural,Georgia,South,High
Berrien,GA,13019,97.7,2009,Micropolitan,Rural,Georgia,South,High
Bibb,GA,13021,160.3,2009,Metropolitan,Metropolitan,Georgia,South,High
Bleckley,GA,13023,131.2,2009,Micropolitan,Rural,Georgia,South,High
Brantley,GA,13025,40.6,2009,Metropolitan,Metropolitan,Georgia,South,Low
Brooks,GA,13027,90.2,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Bryan,GA,13029,69.8,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Bulloch,GA,13031,96,2009,Micropolitan,Rural,Georgia,South,Medium
Burke,GA,13033,79,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Butts,GA,13035,86.4,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Camden,GA,13039,94.5,2009,Micropolitan,Rural,Georgia,South,Medium
Candler,GA,13043,122.1,2009,Micropolitan,Rural,Georgia,South,High
Carroll,GA,13045,133.2,2009,Metropolitan,Metropolitan,Georgia,South,High
Catoosa,GA,13047,168,2009,Metropolitan,Metropolitan,Georgia,South,High
Charlton,GA,13049,87.7,2009,Micropolitan,Rural,Georgia,South,Medium
Chatham,GA,13051,100.6,2009,Metropolitan,Metropolitan,Georgia,South,High
Chattooga,GA,13055,116.9,2009,Micropolitan,Rural,Georgia,South,High
Cherokee,GA,13057,80.1,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Clarke,GA,13059,120.3,2009,Metropolitan,Metropolitan,Georgia,South,High
Clay,GA,13061,134.1,2009,Rural,Rural,Georgia,South,High
Clayton,GA,13063,56.7,2009,Metropolitan,Metropolitan,Georgia,South,Low
Clinch,GA,13065,123,2009,Micropolitan,Rural,Georgia,South,High
Cobb,GA,13067,78.5,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Coffee,GA,13069,176,2009,Micropolitan,Rural,Georgia,South,High
Colquitt,GA,13071,81.2,2009,Micropolitan,Rural,Georgia,South,Medium
Columbia,GA,13073,93.4,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Cook,GA,13075,95.3,2009,Micropolitan,Rural,Georgia,South,Medium
Coweta,GA,13077,90.4,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Crisp,GA,13081,193.9,2009,Micropolitan,Rural,Georgia,South,High
Dade,GA,13083,89.4,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Dawson,GA,13085,152.5,2009,Metropolitan,Metropolitan,Georgia,South,High
Decatur,GA,13087,127,2009,Micropolitan,Rural,Georgia,South,High
DeKalb,GA,13089,50.3,2009,Metropolitan,Metropolitan,Georgia,South,Low
Dodge,GA,13091,91.7,2009,Micropolitan,Rural,Georgia,South,Medium
Dougherty,GA,13095,131.3,2009,Metropolitan,Metropolitan,Georgia,South,High
Douglas,GA,13097,113.6,2009,Metropolitan,Metropolitan,Georgia,South,High
Early,GA,13099,96.5,2009,Micropolitan,Rural,Georgia,South,Medium
Effingham,GA,13103,76,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Elbert,GA,13105,138.2,2009,Micropolitan,Rural,Georgia,South,High
Emanuel,GA,13107,114.5,2009,Micropolitan,Rural,Georgia,South,High
Evans,GA,13109,145.6,2009,Micropolitan,Rural,Georgia,South,High
Fannin,GA,13111,115.3,2009,Rural,Rural,Georgia,South,High
Fayette,GA,13113,94.5,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Floyd,GA,13115,159.5,2009,Metropolitan,Metropolitan,Georgia,South,High
Forsyth,GA,13117,62.8,2009,Metropolitan,Metropolitan,Georgia,South,Low
Franklin,GA,13119,170.1,2009,Rural,Rural,Georgia,South,High
Fulton,GA,13121,59,2009,Metropolitan,Metropolitan,Georgia,South,Low
Gilmer,GA,13123,158.4,2009,Micropolitan,Rural,Georgia,South,High
Glynn,GA,13127,141.2,2009,Metropolitan,Metropolitan,Georgia,South,High
Gordon,GA,13129,136.6,2009,Micropolitan,Rural,Georgia,South,High
Grady,GA,13131,64.9,2009,Micropolitan,Rural,Georgia,South,Medium
Greene,GA,13133,122.1,2009,Micropolitan,Rural,Georgia,South,High
Gwinnett,GA,13135,57.5,2009,Metropolitan,Metropolitan,Georgia,South,Low
Habersham,GA,13137,144.6,2009,Micropolitan,Rural,Georgia,South,High
Hall,GA,13139,107.4,2009,Metropolitan,Metropolitan,Georgia,South,High
Hancock,GA,13141,47.1,2009,Micropolitan,Rural,Georgia,South,Low
Haralson,GA,13143,216.5,2009,Metropolitan,Metropolitan,Georgia,South,High
Harris,GA,13145,7.3,2009,Metropolitan,Metropolitan,Georgia,South,Low
Hart,GA,13147,113.9,2009,Micropolitan,Rural,Georgia,South,High
Henry,GA,13151,87.9,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Houston,GA,13153,125.8,2009,Metropolitan,Metropolitan,Georgia,South,High
Irwin,GA,13155,73.6,2009,Micropolitan,Rural,Georgia,South,Medium
Jackson,GA,13157,117.8,2009,Micropolitan,Rural,Georgia,South,High
Jasper,GA,13159,55.3,2009,Metropolitan,Metropolitan,Georgia,South,Low
Jeff Davis,GA,13161,143,2009,Micropolitan,Rural,Georgia,South,High
Jefferson,GA,13163,112.6,2009,Micropolitan,Rural,Georgia,South,High
Jenkins,GA,13165,38.9,2009,Micropolitan,Rural,Georgia,South,Low
Johnson,GA,13167,34.3,2009,Micropolitan,Rural,Georgia,South,Low
Jones,GA,13169,50,2009,Metropolitan,Metropolitan,Georgia,South,Low
Lamar,GA,13171,85.6,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Laurens,GA,13175,160.6,2009,Micropolitan,Rural,Georgia,South,High
Lee,GA,13177,38.4,2009,Metropolitan,Metropolitan,Georgia,South,Low
Liberty,GA,13179,52.3,2009,Metropolitan,Metropolitan,Georgia,South,Low
Lowndes,GA,13185,104.9,2009,Metropolitan,Metropolitan,Georgia,South,High
Lumpkin,GA,13187,61.2,2009,Micropolitan,Rural,Georgia,South,Low
McDuffie,GA,13189,181.4,2009,Metropolitan,Metropolitan,Georgia,South,High
McIntosh,GA,13191,68.5,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Macon,GA,13193,57,2009,Micropolitan,Rural,Georgia,South,Low
Madison,GA,13195,95.8,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Meriwether,GA,13199,32.6,2009,Metropolitan,Metropolitan,Georgia,South,Low
Miller,GA,13201,149.3,2009,Rural,Rural,Georgia,South,High
Mitchell,GA,13205,78.4,2009,Micropolitan,Rural,Georgia,South,Medium
Monroe,GA,13207,68.4,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Morgan,GA,13211,46.1,2009,Metropolitan,Metropolitan,Georgia,South,Low
Murray,GA,13213,106,2009,Metropolitan,Metropolitan,Georgia,South,High
Muscogee,GA,13215,113.6,2009,Metropolitan,Metropolitan,Georgia,South,High
Newton,GA,13217,101.6,2009,Metropolitan,Metropolitan,Georgia,South,High
Oconee,GA,13219,73.5,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Paulding,GA,13223,82.1,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Peach,GA,13225,94.5,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Pickens,GA,13227,128.3,2009,Metropolitan,Metropolitan,Georgia,South,High
Pierce,GA,13229,38.6,2009,Micropolitan,Rural,Georgia,South,Low
Polk,GA,13233,175.7,2009,Micropolitan,Rural,Georgia,South,High
Pulaski,GA,13235,80.3,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Putnam,GA,13237,55.6,2009,Micropolitan,Rural,Georgia,South,Low
Rabun,GA,13241,146.4,2009,Micropolitan,Rural,Georgia,South,High
Randolph,GA,13243,182.2,2009,Micropolitan,Rural,Georgia,South,High
Richmond,GA,13245,104.8,2009,Metropolitan,Metropolitan,Georgia,South,High
Rockdale,GA,13247,91.3,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Screven,GA,13251,45.2,2009,Micropolitan,Rural,Georgia,South,Low
Seminole,GA,13253,111.7,2009,Micropolitan,Rural,Georgia,South,High
Spalding,GA,13255,141.2,2009,Metropolitan,Metropolitan,Georgia,South,High
Stephens,GA,13257,152.8,2009,Micropolitan,Rural,Georgia,South,High
Stewart,GA,13259,70.3,2009,Rural,Rural,Georgia,South,Medium
Sumter,GA,13261,117.1,2009,Micropolitan,Rural,Georgia,South,High
Tattnall,GA,13267,66.3,2009,Micropolitan,Rural,Georgia,South,Medium
Taylor,GA,13269,40.6,2009,Rural,Rural,Georgia,South,Low
Telfair,GA,13271,47.6,2009,Micropolitan,Rural,Georgia,South,Low
Terrell,GA,13273,30.2,2009,Metropolitan,Metropolitan,Georgia,South,Low
Thomas,GA,13275,102.2,2009,Micropolitan,Rural,Georgia,South,High
Tift,GA,13277,141.1,2009,Micropolitan,Rural,Georgia,South,High
Toombs,GA,13279,190.9,2009,Micropolitan,Rural,Georgia,South,High
Towns,GA,13281,97.3,2009,Rural,Rural,Georgia,South,High
Troup,GA,13285,103.9,2009,Micropolitan,Rural,Georgia,South,High
Turner,GA,13287,70.8,2009,Micropolitan,Rural,Georgia,South,Medium
Union,GA,13291,158.7,2009,Rural,Rural,Georgia,South,High
Upson,GA,13293,110.2,2009,Micropolitan,Rural,Georgia,South,High
Walker,GA,13295,44.2,2009,Metropolitan,Metropolitan,Georgia,South,Low
Walton,GA,13297,114.5,2009,Metropolitan,Metropolitan,Georgia,South,High
Ware,GA,13299,245.4,2009,Micropolitan,Rural,Georgia,South,High
Washington,GA,13303,78.2,2009,Micropolitan,Rural,Georgia,South,Medium
Wayne,GA,13305,145.8,2009,Micropolitan,Rural,Georgia,South,High
White,GA,13311,66.2,2009,Micropolitan,Rural,Georgia,South,Medium
Whitfield,GA,13313,95.8,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Wilkes,GA,13317,156.7,2009,Micropolitan,Rural,Georgia,South,High
Worth,GA,13321,91.8,2009,Metropolitan,Metropolitan,Georgia,South,Medium
Hawaii,HI,15001,75,2009,Micropolitan,Rural,Hawaii,West,Medium
Honolulu,HI,15003,36.7,2009,Metropolitan,Metropolitan,Hawaii,West,Low
Kauai,HI,15007,93,2009,Micropolitan,Rural,Hawaii,West,Medium
Maui,HI,15009,64.5,2009,Metropolitan,Metropolitan,Hawaii,West,Medium
Adair,IA,19001,44.6,2009,Rural,Rural,Iowa,Midwest,Low
Adams,IA,19003,88.8,2009,Rural,Rural,Iowa,Midwest,Medium
Allamakee,IA,19005,52.1,2009,Micropolitan,Rural,Iowa,Midwest,Low
Appanoose,IA,19007,81.4,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Audubon,IA,19009,37.4,2009,Rural,Rural,Iowa,Midwest,Low
Benton,IA,19011,3.3,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Black Hawk,IA,19013,77,2009,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Boone,IA,19015,46.8,2009,Micropolitan,Rural,Iowa,Midwest,Low
Bremer,IA,19017,23.3,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Buchanan,IA,19019,40,2009,Micropolitan,Rural,Iowa,Midwest,Low
Buena Vista,IA,19021,37.2,2009,Micropolitan,Rural,Iowa,Midwest,Low
Butler,IA,19023,36.3,2009,Rural,Rural,Iowa,Midwest,Low
Calhoun,IA,19025,41.1,2009,Rural,Rural,Iowa,Midwest,Low
Carroll,IA,19027,86.7,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Cass,IA,19029,98.2,2009,Micropolitan,Rural,Iowa,Midwest,High
Cedar,IA,19031,21.2,2009,Micropolitan,Rural,Iowa,Midwest,Low
Cerro Gordo,IA,19033,93.3,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Cherokee,IA,19035,59.8,2009,Micropolitan,Rural,Iowa,Midwest,Low
Chickasaw,IA,19037,27,2009,Micropolitan,Rural,Iowa,Midwest,Low
Clarke,IA,19039,76,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Clay,IA,19041,91.8,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Clayton,IA,19043,36.5,2009,Rural,Rural,Iowa,Midwest,Low
Clinton,IA,19045,73.2,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Crawford,IA,19047,51.4,2009,Micropolitan,Rural,Iowa,Midwest,Low
Dallas,IA,19049,12.1,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Davis,IA,19051,38.4,2009,Rural,Rural,Iowa,Midwest,Low
Delaware,IA,19055,49.9,2009,Micropolitan,Rural,Iowa,Midwest,Low
Des Moines,IA,19057,95.9,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Dickinson,IA,19059,49,2009,Micropolitan,Rural,Iowa,Midwest,Low
Dubuque,IA,19061,60.7,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Emmet,IA,19063,40.7,2009,Micropolitan,Rural,Iowa,Midwest,Low
Fayette,IA,19065,78.8,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Floyd,IA,19067,70.1,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Franklin,IA,19069,26.1,2009,Micropolitan,Rural,Iowa,Midwest,Low
Fremont,IA,19071,67.7,2009,Rural,Rural,Iowa,Midwest,Medium
Greene,IA,19073,69,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Grundy,IA,19075,9.1,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Guthrie,IA,19077,21.4,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Hamilton,IA,19079,61.2,2009,Micropolitan,Rural,Iowa,Midwest,Low
Hancock,IA,19081,23.6,2009,Micropolitan,Rural,Iowa,Midwest,Low
Hardin,IA,19083,56.1,2009,Micropolitan,Rural,Iowa,Midwest,Low
Harrison,IA,19085,62,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Henry,IA,19087,45,2009,Micropolitan,Rural,Iowa,Midwest,Low
Howard,IA,19089,45.6,2009,Micropolitan,Rural,Iowa,Midwest,Low
Humboldt,IA,19091,40.8,2009,Micropolitan,Rural,Iowa,Midwest,Low
Ida,IA,19093,84.2,2009,Rural,Rural,Iowa,Midwest,Medium
Iowa,IA,19095,10.4,2009,Micropolitan,Rural,Iowa,Midwest,Low
Jackson,IA,19097,25.1,2009,Micropolitan,Rural,Iowa,Midwest,Low
Jasper,IA,19099,75.2,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Jefferson,IA,19101,52,2009,Micropolitan,Rural,Iowa,Midwest,Low
Johnson,IA,19103,44.4,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Jones,IA,19105,18.6,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Keokuk,IA,19107,17.1,2009,Rural,Rural,Iowa,Midwest,Low
Kossuth,IA,19109,32.1,2009,Micropolitan,Rural,Iowa,Midwest,Low
Lee,IA,19111,79.1,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Linn,IA,19113,64,2009,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Louisa,IA,19115,15.7,2009,Rural,Rural,Iowa,Midwest,Low
Lucas,IA,19117,62.8,2009,Micropolitan,Rural,Iowa,Midwest,Low
Lyon,IA,19119,23.5,2009,Rural,Rural,Iowa,Midwest,Low
Madison,IA,19121,38.6,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Mahaska,IA,19123,67.1,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Marion,IA,19125,53,2009,Micropolitan,Rural,Iowa,Midwest,Low
Marshall,IA,19127,74.4,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Mills,IA,19129,19.2,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Mitchell,IA,19131,34.9,2009,Micropolitan,Rural,Iowa,Midwest,Low
Monona,IA,19133,73.5,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Monroe,IA,19135,70.8,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Montgomery,IA,19137,76.8,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Muscatine,IA,19139,55.3,2009,Micropolitan,Rural,Iowa,Midwest,Low
O<d5>Brien,IA,19141,23.1,2009,Micropolitan,Rural,Iowa,Midwest,Low
Page,IA,19145,93.3,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Palo Alto,IA,19147,49.7,2009,Micropolitan,Rural,Iowa,Midwest,Low
Plymouth,IA,19149,35.6,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Pocahontas,IA,19151,56,2009,Rural,Rural,Iowa,Midwest,Low
Polk,IA,19153,88.9,2009,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Pottawattamie,IA,19155,88.7,2009,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Poweshiek,IA,19157,47.3,2009,Micropolitan,Rural,Iowa,Midwest,Low
Ringgold,IA,19159,68.5,2009,Rural,Rural,Iowa,Midwest,Medium
Sac,IA,19161,42,2009,Rural,Rural,Iowa,Midwest,Low
Scott,IA,19163,75,2009,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Shelby,IA,19165,39.8,2009,Micropolitan,Rural,Iowa,Midwest,Low
Sioux,IA,19167,23.6,2009,Micropolitan,Rural,Iowa,Midwest,Low
Story,IA,19169,30.6,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Tama,IA,19171,8.9,2009,Micropolitan,Rural,Iowa,Midwest,Low
Taylor,IA,19173,57.6,2009,Rural,Rural,Iowa,Midwest,Low
Union,IA,19175,92.8,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Wapello,IA,19179,99.5,2009,Micropolitan,Rural,Iowa,Midwest,High
Warren,IA,19181,32.1,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Washington,IA,19183,31.2,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Wayne,IA,19185,89.5,2009,Rural,Rural,Iowa,Midwest,Medium
Webster,IA,19187,76.8,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Winnebago,IA,19189,32,2009,Micropolitan,Rural,Iowa,Midwest,Low
Winneshiek,IA,19191,34.2,2009,Micropolitan,Rural,Iowa,Midwest,Low
Woodbury,IA,19193,60.9,2009,Metropolitan,Metropolitan,Iowa,Midwest,Low
Wright,IA,19197,68.4,2009,Micropolitan,Rural,Iowa,Midwest,Medium
Ada,ID,16001,83.5,2009,Metropolitan,Metropolitan,Idaho,West,Medium
Bannock,ID,16005,109.2,2009,Metropolitan,Metropolitan,Idaho,West,High
Bear Lake,ID,16007,110.2,2009,Rural,Rural,Idaho,West,High
Benewah,ID,16009,104,2009,Micropolitan,Rural,Idaho,West,High
Bingham,ID,16011,64.5,2009,Micropolitan,Rural,Idaho,West,Medium
Blaine,ID,16013,51.2,2009,Micropolitan,Rural,Idaho,West,Low
Bonner,ID,16017,94.8,2009,Micropolitan,Rural,Idaho,West,Medium
Bonneville,ID,16019,93.9,2009,Metropolitan,Metropolitan,Idaho,West,Medium
Boundary,ID,16021,125.7,2009,Micropolitan,Rural,Idaho,West,High
Butte,ID,16023,94.1,2009,Metropolitan,Metropolitan,Idaho,West,Medium
Canyon,ID,16027,77.3,2009,Metropolitan,Metropolitan,Idaho,West,Medium
Caribou,ID,16029,84.7,2009,Micropolitan,Rural,Idaho,West,Medium
Cassia,ID,16031,121.8,2009,Micropolitan,Rural,Idaho,West,High
Clearwater,ID,16035,106.9,2009,Micropolitan,Rural,Idaho,West,High
Custer,ID,16037,25.8,2009,Rural,Rural,Idaho,West,Low
Elmore,ID,16039,55.2,2009,Micropolitan,Rural,Idaho,West,Low
Franklin,ID,16041,94.9,2009,Metropolitan,Metropolitan,Idaho,West,Medium
Fremont,ID,16043,37.2,2009,Micropolitan,Rural,Idaho,West,Low
Gem,ID,16045,112.6,2009,Metropolitan,Metropolitan,Idaho,West,High
Gooding,ID,16047,72.1,2009,Micropolitan,Rural,Idaho,West,Medium
Idaho,ID,16049,72.6,2009,Micropolitan,Rural,Idaho,West,Medium
Jefferson,ID,16051,36.1,2009,Metropolitan,Metropolitan,Idaho,West,Low
Jerome,ID,16053,66.1,2009,Micropolitan,Rural,Idaho,West,Medium
Kootenai,ID,16055,101.2,2009,Metropolitan,Metropolitan,Idaho,West,High
Latah,ID,16057,75,2009,Micropolitan,Rural,Idaho,West,Medium
Lemhi,ID,16059,78.4,2009,Micropolitan,Rural,Idaho,West,Medium
Lewis,ID,16061,198.7,2009,Rural,Rural,Idaho,West,High
Madison,ID,16065,62.7,2009,Micropolitan,Rural,Idaho,West,Low
Minidoka,ID,16067,32.5,2009,Micropolitan,Rural,Idaho,West,Low
Nez Perce,ID,16069,158.7,2009,Metropolitan,Metropolitan,Idaho,West,High
Owyhee,ID,16073,32,2009,Metropolitan,Metropolitan,Idaho,West,Low
Payette,ID,16075,42.9,2009,Micropolitan,Rural,Idaho,West,Low
Power,ID,16077,78.7,2009,Micropolitan,Rural,Idaho,West,Medium
Shoshone,ID,16079,144.4,2009,Micropolitan,Rural,Idaho,West,High
Teton,ID,16081,62.5,2009,Rural,Rural,Idaho,West,Low
Twin Falls,ID,16083,101.8,2009,Micropolitan,Rural,Idaho,West,High
Valley,ID,16085,110.3,2009,Rural,Rural,Idaho,West,High
Washington,ID,16087,113,2009,Micropolitan,Rural,Idaho,West,High
Adams,IL,17001,103.8,2009,Micropolitan,Rural,Illinois,Midwest,High
Alexander,IL,17003,58.1,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Bond,IL,17005,61,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Boone,IL,17007,54.4,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Bureau,IL,17011,30.7,2009,Micropolitan,Rural,Illinois,Midwest,Low
Calhoun,IL,17013,58.8,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Carroll,IL,17015,18.1,2009,Micropolitan,Rural,Illinois,Midwest,Low
Cass,IL,17017,50.1,2009,Micropolitan,Rural,Illinois,Midwest,Low
Champaign,IL,17019,72.3,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Christian,IL,17021,108.7,2009,Micropolitan,Rural,Illinois,Midwest,High
Clark,IL,17023,79,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Clay,IL,17025,93.5,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Clinton,IL,17027,23.6,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Coles,IL,17029,97.7,2009,Micropolitan,Rural,Illinois,Midwest,High
Cook,IL,17031,44.8,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Crawford,IL,17033,19.5,2009,Micropolitan,Rural,Illinois,Midwest,Low
DeKalb,IL,17037,59.2,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
De Witt,IL,17039,71.9,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Douglas,IL,17041,12.6,2009,Micropolitan,Rural,Illinois,Midwest,Low
DuPage,IL,17043,52.6,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Edgar,IL,17045,97.3,2009,Micropolitan,Rural,Illinois,Midwest,High
Edwards,IL,17047,46.8,2009,Rural,Rural,Illinois,Midwest,Low
Effingham,IL,17049,116.6,2009,Micropolitan,Rural,Illinois,Midwest,High
Fayette,IL,17051,70.7,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Franklin,IL,17055,123.2,2009,Micropolitan,Rural,Illinois,Midwest,High
Fulton,IL,17057,68.3,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Greene,IL,17061,14.2,2009,Micropolitan,Rural,Illinois,Midwest,Low
Grundy,IL,17063,78.5,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Hancock,IL,17067,50.5,2009,Micropolitan,Rural,Illinois,Midwest,Low
Hardin,IL,17069,268.9,2009,Rural,Rural,Illinois,Midwest,High
Henry,IL,17073,58.4,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Iroquois,IL,17075,65,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Jackson,IL,17077,128.9,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Jasper,IL,17079,75.2,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Jefferson,IL,17081,122.9,2009,Micropolitan,Rural,Illinois,Midwest,High
Jersey,IL,17083,108.4,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Jo Daviess,IL,17085,41,2009,Micropolitan,Rural,Illinois,Midwest,Low
Kane,IL,17089,46.7,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Kankakee,IL,17091,81.4,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Kendall,IL,17093,64,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Knox,IL,17095,97.1,2009,Micropolitan,Rural,Illinois,Midwest,High
Lake,IL,17097,58.4,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
La Salle,IL,17099,84.6,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Lawrence,IL,17101,98.5,2009,Micropolitan,Rural,Illinois,Midwest,High
Lee,IL,17103,63.3,2009,Micropolitan,Rural,Illinois,Midwest,Low
Livingston,IL,17105,75.8,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Logan,IL,17107,88.1,2009,Micropolitan,Rural,Illinois,Midwest,Medium
McDonough,IL,17109,68.4,2009,Micropolitan,Rural,Illinois,Midwest,Medium
McHenry,IL,17111,66.3,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
McLean,IL,17113,62.8,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Macon,IL,17115,99.9,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Macoupin,IL,17117,36.8,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Madison,IL,17119,109.9,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Marion,IL,17121,132.8,2009,Micropolitan,Rural,Illinois,Midwest,High
Marshall,IL,17123,44.5,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Mason,IL,17125,70.4,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Massac,IL,17127,48.8,2009,Micropolitan,Rural,Illinois,Midwest,Low
Mercer,IL,17131,37.2,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
