county,state.abbr,FIPS,prescribing.rate,year,rur.mic.metro,rural.metro,state,region,prescribe.level
Monroe,IL,17133,86.8,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Montgomery,IL,17135,135.2,2009,Micropolitan,Rural,Illinois,Midwest,High
Morgan,IL,17137,116.4,2009,Micropolitan,Rural,Illinois,Midwest,High
Moultrie,IL,17139,31.2,2009,Micropolitan,Rural,Illinois,Midwest,Low
Ogle,IL,17141,23.4,2009,Micropolitan,Rural,Illinois,Midwest,Low
Peoria,IL,17143,86.9,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Perry,IL,17145,118.6,2009,Micropolitan,Rural,Illinois,Midwest,High
Piatt,IL,17147,30.6,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Pike,IL,17149,77.3,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Pulaski,IL,17153,76.6,2009,Rural,Rural,Illinois,Midwest,Medium
Randolph,IL,17157,72.1,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Richland,IL,17159,116.3,2009,Micropolitan,Rural,Illinois,Midwest,High
Rock Island,IL,17161,78.6,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
St. Clair,IL,17163,72.8,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Saline,IL,17165,238.1,2009,Micropolitan,Rural,Illinois,Midwest,High
Sangamon,IL,17167,113.9,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Schuyler,IL,17169,113.1,2009,Micropolitan,Rural,Illinois,Midwest,High
Shelby,IL,17173,58,2009,Micropolitan,Rural,Illinois,Midwest,Low
Stephenson,IL,17177,73.5,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Tazewell,IL,17179,93,2009,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Union,IL,17181,127.5,2009,Micropolitan,Rural,Illinois,Midwest,High
Vermilion,IL,17183,101.9,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Wabash,IL,17185,106.6,2009,Micropolitan,Rural,Illinois,Midwest,High
Warren,IL,17187,68.8,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Washington,IL,17189,9.6,2009,Micropolitan,Rural,Illinois,Midwest,Low
Wayne,IL,17191,90.7,2009,Micropolitan,Rural,Illinois,Midwest,Medium
White,IL,17193,120.4,2009,Micropolitan,Rural,Illinois,Midwest,High
Whiteside,IL,17195,69.1,2009,Micropolitan,Rural,Illinois,Midwest,Medium
Will,IL,17197,58.1,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Williamson,IL,17199,184.4,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Winnebago,IL,17201,101.8,2009,Metropolitan,Metropolitan,Illinois,Midwest,High
Woodford,IL,17203,26.3,2009,Metropolitan,Metropolitan,Illinois,Midwest,Low
Adams,IN,18001,68.6,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Allen,IN,18003,85.2,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Bartholomew,IN,18005,140.9,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Benton,IN,18007,6.8,2009,Metropolitan,Metropolitan,Indiana,Midwest,Low
Blackford,IN,18009,122.3,2009,Micropolitan,Rural,Indiana,Midwest,High
Boone,IN,18011,81.7,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Brown,IN,18013,52.9,2009,Metropolitan,Metropolitan,Indiana,Midwest,Low
Carroll,IN,18015,35.2,2009,Metropolitan,Metropolitan,Indiana,Midwest,Low
Cass,IN,18017,81.2,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Clark,IN,18019,144.2,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Clay,IN,18021,127,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Clinton,IN,18023,98.5,2009,Micropolitan,Rural,Indiana,Midwest,High
Crawford,IN,18025,69.9,2009,Rural,Rural,Indiana,Midwest,Medium
Daviess,IN,18027,111.9,2009,Micropolitan,Rural,Indiana,Midwest,High
Dearborn,IN,18029,124.1,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Decatur,IN,18031,100.3,2009,Micropolitan,Rural,Indiana,Midwest,High
DeKalb,IN,18033,71,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Delaware,IN,18035,139.1,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Dubois,IN,18037,135.1,2009,Micropolitan,Rural,Indiana,Midwest,High
Elkhart,IN,18039,86.2,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Fayette,IN,18041,158.5,2009,Micropolitan,Rural,Indiana,Midwest,High
Floyd,IN,18043,212.8,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Fountain,IN,18045,136.5,2009,Micropolitan,Rural,Indiana,Midwest,High
Franklin,IN,18047,58.3,2009,Micropolitan,Rural,Indiana,Midwest,Low
Fulton,IN,18049,113.8,2009,Micropolitan,Rural,Indiana,Midwest,High
Gibson,IN,18051,98.2,2009,Micropolitan,Rural,Indiana,Midwest,High
Grant,IN,18053,133.2,2009,Micropolitan,Rural,Indiana,Midwest,High
Greene,IN,18055,106,2009,Micropolitan,Rural,Indiana,Midwest,High
Hamilton,IN,18057,69.4,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Hancock,IN,18059,96.6,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Harrison,IN,18061,101,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Hendricks,IN,18063,89,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Henry,IN,18065,122,2009,Micropolitan,Rural,Indiana,Midwest,High
Howard,IN,18067,172.7,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Huntington,IN,18069,87.9,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Jackson,IN,18071,137.2,2009,Micropolitan,Rural,Indiana,Midwest,High
Jasper,IN,18073,122.2,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Jay,IN,18075,106.9,2009,Micropolitan,Rural,Indiana,Midwest,High
Jefferson,IN,18077,151.3,2009,Micropolitan,Rural,Indiana,Midwest,High
Jennings,IN,18079,141,2009,Micropolitan,Rural,Indiana,Midwest,High
Johnson,IN,18081,103.9,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Knox,IN,18083,138.1,2009,Micropolitan,Rural,Indiana,Midwest,High
Kosciusko,IN,18085,84.8,2009,Micropolitan,Rural,Indiana,Midwest,Medium
LaGrange,IN,18087,22.8,2009,Micropolitan,Rural,Indiana,Midwest,Low
Lake,IN,18089,91.4,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
LaPorte,IN,18091,107.6,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Lawrence,IN,18093,148.6,2009,Micropolitan,Rural,Indiana,Midwest,High
Madison,IN,18095,155.1,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Marion,IN,18097,102.8,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Marshall,IN,18099,86.9,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Martin,IN,18101,108.1,2009,Micropolitan,Rural,Indiana,Midwest,High
Miami,IN,18103,70.7,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Monroe,IN,18105,101.4,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Montgomery,IN,18107,123.1,2009,Micropolitan,Rural,Indiana,Midwest,High
Morgan,IN,18109,165.7,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Newton,IN,18111,29.9,2009,Metropolitan,Metropolitan,Indiana,Midwest,Low
Noble,IN,18113,70.9,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Ohio,IN,18115,35,2009,Metropolitan,Metropolitan,Indiana,Midwest,Low
Orange,IN,18117,122.3,2009,Micropolitan,Rural,Indiana,Midwest,High
Owen,IN,18119,70.4,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Parke,IN,18121,60.6,2009,Micropolitan,Rural,Indiana,Midwest,Low
Perry,IN,18123,124.5,2009,Micropolitan,Rural,Indiana,Midwest,High
Pike,IN,18125,106.6,2009,Rural,Rural,Indiana,Midwest,High
Porter,IN,18127,100.5,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Posey,IN,18129,69,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Pulaski,IN,18131,82.9,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Putnam,IN,18133,88.1,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Randolph,IN,18135,88.2,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Ripley,IN,18137,108.2,2009,Micropolitan,Rural,Indiana,Midwest,High
Rush,IN,18139,109.2,2009,Micropolitan,Rural,Indiana,Midwest,High
St. Joseph,IN,18141,94.4,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Scott,IN,18143,241.3,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Shelby,IN,18145,101.1,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Spencer,IN,18147,15.3,2009,Rural,Rural,Indiana,Midwest,Low
Starke,IN,18149,143.4,2009,Micropolitan,Rural,Indiana,Midwest,High
Steuben,IN,18151,109.1,2009,Micropolitan,Rural,Indiana,Midwest,High
Sullivan,IN,18153,87.1,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Switzerland,IN,18155,63.3,2009,Rural,Rural,Indiana,Midwest,Low
Tippecanoe,IN,18157,83.6,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Tipton,IN,18159,96.1,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Union,IN,18161,69.8,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Vanderburgh,IN,18163,154.6,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Vermillion,IN,18165,126.3,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Vigo,IN,18167,156.9,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Wabash,IN,18169,107.2,2009,Micropolitan,Rural,Indiana,Midwest,High
Warrick,IN,18173,86,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
Washington,IN,18175,120.4,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Wayne,IN,18177,129.8,2009,Micropolitan,Rural,Indiana,Midwest,High
Wells,IN,18179,73.8,2009,Metropolitan,Metropolitan,Indiana,Midwest,Medium
White,IN,18181,87.3,2009,Micropolitan,Rural,Indiana,Midwest,Medium
Whitley,IN,18183,114.4,2009,Metropolitan,Metropolitan,Indiana,Midwest,High
Allen,KS,20001,152.3,2009,Micropolitan,Rural,Kansas,Midwest,High
Atchison,KS,20005,113.8,2009,Micropolitan,Rural,Kansas,Midwest,High
Barber,KS,20007,114.3,2009,Rural,Rural,Kansas,Midwest,High
Barton,KS,20009,109.8,2009,Micropolitan,Rural,Kansas,Midwest,High
Bourbon,KS,20011,92.2,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Brown,KS,20013,12.7,2009,Micropolitan,Rural,Kansas,Midwest,Low
Butler,KS,20015,92.8,2009,Metropolitan,Metropolitan,Kansas,Midwest,Medium
Chautauqua,KS,20019,13.6,2009,Rural,Rural,Kansas,Midwest,Low
Cherokee,KS,20021,15.5,2009,Micropolitan,Rural,Kansas,Midwest,Low
Cheyenne,KS,20023,90.7,2009,Rural,Rural,Kansas,Midwest,Medium
Clay,KS,20027,70.2,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Cloud,KS,20029,60,2009,Micropolitan,Rural,Kansas,Midwest,Low
Cowley,KS,20035,106.8,2009,Micropolitan,Rural,Kansas,Midwest,High
Crawford,KS,20037,129.3,2009,Micropolitan,Rural,Kansas,Midwest,High
Decatur,KS,20039,147.6,2009,Rural,Rural,Kansas,Midwest,High
Dickinson,KS,20041,60.3,2009,Micropolitan,Rural,Kansas,Midwest,Low
Douglas,KS,20045,75.4,2009,Metropolitan,Metropolitan,Kansas,Midwest,Medium
Ellis,KS,20051,115.1,2009,Micropolitan,Rural,Kansas,Midwest,High
Ellsworth,KS,20053,76.1,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Finney,KS,20055,83.5,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Ford,KS,20057,90.8,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Franklin,KS,20059,118.5,2009,Micropolitan,Rural,Kansas,Midwest,High
Geary,KS,20061,67.3,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Graham,KS,20065,172.9,2009,Rural,Rural,Kansas,Midwest,High
Gray,KS,20069,17.1,2009,Rural,Rural,Kansas,Midwest,Low
Greeley,KS,20071,212.4,2009,Rural,Rural,Kansas,Midwest,High
Hamilton,KS,20075,76.3,2009,Rural,Rural,Kansas,Midwest,Medium
Harvey,KS,20079,94.1,2009,Metropolitan,Metropolitan,Kansas,Midwest,Medium
Jackson,KS,20085,36.8,2009,Metropolitan,Metropolitan,Kansas,Midwest,Low
Jefferson,KS,20087,11.9,2009,Metropolitan,Metropolitan,Kansas,Midwest,Low
Johnson,KS,20091,77.2,2009,Metropolitan,Metropolitan,Kansas,Midwest,Medium
Kearny,KS,20093,56.2,2009,Rural,Rural,Kansas,Midwest,Low
Labette,KS,20099,96.2,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Leavenworth,KS,20103,45.2,2009,Metropolitan,Metropolitan,Kansas,Midwest,Low
Logan,KS,20109,78.8,2009,Rural,Rural,Kansas,Midwest,Medium
Lyon,KS,20111,81.3,2009,Micropolitan,Rural,Kansas,Midwest,Medium
McPherson,KS,20113,66.9,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Marion,KS,20115,34.4,2009,Micropolitan,Rural,Kansas,Midwest,Low
Marshall,KS,20117,19.7,2009,Micropolitan,Rural,Kansas,Midwest,Low
Miami,KS,20121,18.2,2009,Metropolitan,Metropolitan,Kansas,Midwest,Low
Montgomery,KS,20125,96.4,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Morton,KS,20129,215.4,2009,Rural,Rural,Kansas,Midwest,High
Nemaha,KS,20131,28.1,2009,Micropolitan,Rural,Kansas,Midwest,Low
Neosho,KS,20133,82.6,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Norton,KS,20137,61,2009,Micropolitan,Rural,Kansas,Midwest,Low
Osborne,KS,20141,146,2009,Rural,Rural,Kansas,Midwest,High
Pawnee,KS,20145,38.8,2009,Micropolitan,Rural,Kansas,Midwest,Low
Pottawatomie,KS,20149,9.1,2009,Metropolitan,Metropolitan,Kansas,Midwest,Low
Pratt,KS,20151,186.8,2009,Micropolitan,Rural,Kansas,Midwest,High
Reno,KS,20155,93.1,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Republic,KS,20157,122.1,2009,Rural,Rural,Kansas,Midwest,High
Rice,KS,20159,29.1,2009,Micropolitan,Rural,Kansas,Midwest,Low
Riley,KS,20161,71.1,2009,Metropolitan,Metropolitan,Kansas,Midwest,Medium
Rush,KS,20165,57.7,2009,Rural,Rural,Kansas,Midwest,Low
Saline,KS,20169,145,2009,Micropolitan,Rural,Kansas,Midwest,High
Scott,KS,20171,112.5,2009,Micropolitan,Rural,Kansas,Midwest,High
Sedgwick,KS,20173,110.3,2009,Metropolitan,Metropolitan,Kansas,Midwest,High
Seward,KS,20175,116,2009,Micropolitan,Rural,Kansas,Midwest,High
Shawnee,KS,20177,118.5,2009,Metropolitan,Metropolitan,Kansas,Midwest,High
Sheridan,KS,20179,65.9,2009,Rural,Rural,Kansas,Midwest,Medium
Sherman,KS,20181,85,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Smith,KS,20183,144,2009,Rural,Rural,Kansas,Midwest,High
Stevens,KS,20189,72.8,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Sumner,KS,20191,86.3,2009,Metropolitan,Metropolitan,Kansas,Midwest,Medium
Thomas,KS,20193,120.2,2009,Micropolitan,Rural,Kansas,Midwest,High
Trego,KS,20195,126.7,2009,Rural,Rural,Kansas,Midwest,High
Washington,KS,20201,17,2009,Rural,Rural,Kansas,Midwest,Low
Wilson,KS,20205,95.4,2009,Micropolitan,Rural,Kansas,Midwest,Medium
Wyandotte,KS,20209,73,2009,Metropolitan,Metropolitan,Kansas,Midwest,Medium
Adair,KY,21001,103.5,2009,Micropolitan,Rural,Kentucky,South,High
Allen,KY,21003,118.2,2009,Metropolitan,Metropolitan,Kentucky,South,High
Anderson,KY,21005,105.6,2009,Micropolitan,Rural,Kentucky,South,High
Ballard,KY,21007,139.3,2009,Rural,Rural,Kentucky,South,High
Barren,KY,21009,119.2,2009,Micropolitan,Rural,Kentucky,South,High
Bath,KY,21011,15.4,2009,Rural,Rural,Kentucky,South,Low
Bell,KY,21013,365.1,2009,Micropolitan,Rural,Kentucky,South,High
Boone,KY,21015,137.9,2009,Metropolitan,Metropolitan,Kentucky,South,High
Bourbon,KY,21017,115,2009,Metropolitan,Metropolitan,Kentucky,South,High
Boyd,KY,21019,201,2009,Metropolitan,Metropolitan,Kentucky,South,High
Boyle,KY,21021,173.9,2009,Micropolitan,Rural,Kentucky,South,High
Breathitt,KY,21025,233,2009,Micropolitan,Rural,Kentucky,South,High
Breckinridge,KY,21027,66.1,2009,Rural,Rural,Kentucky,South,Medium
Bullitt,KY,21029,90.8,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Butler,KY,21031,203.2,2009,Metropolitan,Metropolitan,Kentucky,South,High
Caldwell,KY,21033,156.3,2009,Micropolitan,Rural,Kentucky,South,High
Calloway,KY,21035,126.2,2009,Micropolitan,Rural,Kentucky,South,High
Campbell,KY,21037,121.1,2009,Metropolitan,Metropolitan,Kentucky,South,High
Carlisle,KY,21039,66.8,2009,Rural,Rural,Kentucky,South,Medium
Carroll,KY,21041,184,2009,Micropolitan,Rural,Kentucky,South,High
Carter,KY,21043,105.3,2009,Micropolitan,Rural,Kentucky,South,High
Casey,KY,21045,73.3,2009,Rural,Rural,Kentucky,South,Medium
Christian,KY,21047,83.2,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Clark,KY,21049,176.9,2009,Metropolitan,Metropolitan,Kentucky,South,High
Clay,KY,21051,267.8,2009,Micropolitan,Rural,Kentucky,South,High
Clinton,KY,21053,174.7,2009,Rural,Rural,Kentucky,South,High
Crittenden,KY,21055,214,2009,Micropolitan,Rural,Kentucky,South,High
Cumberland,KY,21057,254.1,2009,Rural,Rural,Kentucky,South,High
Daviess,KY,21059,140.7,2009,Metropolitan,Metropolitan,Kentucky,South,High
Edmonson,KY,21061,59.8,2009,Metropolitan,Metropolitan,Kentucky,South,Low
Estill,KY,21065,154.2,2009,Micropolitan,Rural,Kentucky,South,High
Fayette,KY,21067,98.3,2009,Metropolitan,Metropolitan,Kentucky,South,High
Fleming,KY,21069,116.4,2009,Micropolitan,Rural,Kentucky,South,High
Floyd,KY,21071,353.3,2009,Micropolitan,Rural,Kentucky,South,High
Franklin,KY,21073,135.6,2009,Micropolitan,Rural,Kentucky,South,High
Fulton,KY,21075,134.3,2009,Rural,Rural,Kentucky,South,High
Garrard,KY,21079,71.9,2009,Micropolitan,Rural,Kentucky,South,Medium
Grant,KY,21081,164.2,2009,Metropolitan,Metropolitan,Kentucky,South,High
Graves,KY,21083,117.6,2009,Micropolitan,Rural,Kentucky,South,High
Grayson,KY,21085,125.5,2009,Micropolitan,Rural,Kentucky,South,High
Green,KY,21087,126,2009,Rural,Rural,Kentucky,South,High
Greenup,KY,21089,123.7,2009,Metropolitan,Metropolitan,Kentucky,South,High
Hardin,KY,21093,104,2009,Metropolitan,Metropolitan,Kentucky,South,High
Harlan,KY,21095,172.2,2009,Micropolitan,Rural,Kentucky,South,High
Harrison,KY,21097,121.7,2009,Micropolitan,Rural,Kentucky,South,High
Hart,KY,21099,84.4,2009,Rural,Rural,Kentucky,South,Medium
Henderson,KY,21101,154.1,2009,Metropolitan,Metropolitan,Kentucky,South,High
Henry,KY,21103,80,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Hickman,KY,21105,102.5,2009,Rural,Rural,Kentucky,South,High
Hopkins,KY,21107,158.2,2009,Micropolitan,Rural,Kentucky,South,High
Jackson,KY,21109,52.8,2009,Rural,Rural,Kentucky,South,Low
Jefferson,KY,21111,131.8,2009,Metropolitan,Metropolitan,Kentucky,South,High
Jessamine,KY,21113,117.1,2009,Metropolitan,Metropolitan,Kentucky,South,High
Johnson,KY,21115,256.9,2009,Micropolitan,Rural,Kentucky,South,High
Kenton,KY,21117,103.7,2009,Metropolitan,Metropolitan,Kentucky,South,High
Knott,KY,21119,84.8,2009,Rural,Rural,Kentucky,South,Medium
Knox,KY,21121,139,2009,Micropolitan,Rural,Kentucky,South,High
Larue,KY,21123,72.4,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Laurel,KY,21125,156.4,2009,Micropolitan,Rural,Kentucky,South,High
Lawrence,KY,21127,205.5,2009,Micropolitan,Rural,Kentucky,South,High
Lee,KY,21129,191.9,2009,Rural,Rural,Kentucky,South,High
Leslie,KY,21131,233.3,2009,Rural,Rural,Kentucky,South,High
Letcher,KY,21133,211.7,2009,Rural,Rural,Kentucky,South,High
Lewis,KY,21135,59,2009,Rural,Rural,Kentucky,South,Low
Lincoln,KY,21137,89.1,2009,Micropolitan,Rural,Kentucky,South,Medium
Livingston,KY,21139,38.1,2009,Rural,Rural,Kentucky,South,Low
Logan,KY,21141,83.3,2009,Micropolitan,Rural,Kentucky,South,Medium
Lyon,KY,21143,39.1,2009,Rural,Rural,Kentucky,South,Low
McCracken,KY,21145,227.3,2009,Micropolitan,Rural,Kentucky,South,High
McCreary,KY,21147,168.2,2009,Rural,Rural,Kentucky,South,High
McLean,KY,21149,67.8,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Madison,KY,21151,114.8,2009,Micropolitan,Rural,Kentucky,South,High
Magoffin,KY,21153,179.4,2009,Rural,Rural,Kentucky,South,High
Marion,KY,21155,117.3,2009,Micropolitan,Rural,Kentucky,South,High
Marshall,KY,21157,143.1,2009,Micropolitan,Rural,Kentucky,South,High
Martin,KY,21159,123.3,2009,Rural,Rural,Kentucky,South,High
Mason,KY,21161,136.4,2009,Micropolitan,Rural,Kentucky,South,High
Meade,KY,21163,68.7,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Menifee,KY,21165,59.6,2009,Rural,Rural,Kentucky,South,Low
Mercer,KY,21167,114.9,2009,Micropolitan,Rural,Kentucky,South,High
Metcalfe,KY,21169,67,2009,Rural,Rural,Kentucky,South,Medium
Monroe,KY,21171,171.5,2009,Rural,Rural,Kentucky,South,High
Montgomery,KY,21173,187.1,2009,Micropolitan,Rural,Kentucky,South,High
Morgan,KY,21175,69,2009,Rural,Rural,Kentucky,South,Medium
Muhlenberg,KY,21177,174.1,2009,Micropolitan,Rural,Kentucky,South,High
Nelson,KY,21179,127.1,2009,Micropolitan,Rural,Kentucky,South,High
Ohio,KY,21183,134.2,2009,Micropolitan,Rural,Kentucky,South,High
Oldham,KY,21185,82.1,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Owen,KY,21187,72.7,2009,Rural,Rural,Kentucky,South,Medium
Owsley,KY,21189,293,2009,Rural,Rural,Kentucky,South,High
Pendleton,KY,21191,62.1,2009,Metropolitan,Metropolitan,Kentucky,South,Low
Perry,KY,21193,250,2009,Micropolitan,Rural,Kentucky,South,High
Pike,KY,21195,324.1,2009,Micropolitan,Rural,Kentucky,South,High
Powell,KY,21197,163.8,2009,Micropolitan,Rural,Kentucky,South,High
Pulaski,KY,21199,141.8,2009,Micropolitan,Rural,Kentucky,South,High
Rockcastle,KY,21203,102.7,2009,Micropolitan,Rural,Kentucky,South,High
Rowan,KY,21205,166,2009,Micropolitan,Rural,Kentucky,South,High
Russell,KY,21207,212.4,2009,Rural,Rural,Kentucky,South,High
Scott,KY,21209,118.2,2009,Metropolitan,Metropolitan,Kentucky,South,High
Shelby,KY,21211,105.4,2009,Metropolitan,Metropolitan,Kentucky,South,High
Simpson,KY,21213,159.3,2009,Micropolitan,Rural,Kentucky,South,High
Spencer,KY,21215,64.1,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Taylor,KY,21217,143.8,2009,Micropolitan,Rural,Kentucky,South,High
Todd,KY,21219,70.7,2009,Rural,Rural,Kentucky,South,Medium
Trigg,KY,21221,112.9,2009,Metropolitan,Metropolitan,Kentucky,South,High
Trimble,KY,21223,58.7,2009,Metropolitan,Metropolitan,Kentucky,South,Low
Union,KY,21225,149.3,2009,Micropolitan,Rural,Kentucky,South,High
Warren,KY,21227,133.5,2009,Metropolitan,Metropolitan,Kentucky,South,High
Washington,KY,21229,71.2,2009,Rural,Rural,Kentucky,South,Medium
Wayne,KY,21231,158,2009,Micropolitan,Rural,Kentucky,South,High
Webster,KY,21233,90,2009,Rural,Rural,Kentucky,South,Medium
Whitley,KY,21235,308.6,2009,Micropolitan,Rural,Kentucky,South,High
Wolfe,KY,21237,76.7,2009,Rural,Rural,Kentucky,South,Medium
Woodford,KY,21239,80,2009,Metropolitan,Metropolitan,Kentucky,South,Medium
Acadia,LA,22001,93.6,2009,Metropolitan,Metropolitan,Louisiana,South,Medium
Allen,LA,22003,95.8,2009,Micropolitan,Rural,Louisiana,South,Medium
Ascension,LA,22005,135.1,2009,Metropolitan,Metropolitan,Louisiana,South,High
Assumption,LA,22007,38.3,2009,Micropolitan,Rural,Louisiana,South,Low
Avoyelles,LA,22009,134.3,2009,Micropolitan,Rural,Louisiana,South,High
Beauregard,LA,22011,100.9,2009,Micropolitan,Rural,Louisiana,South,High
Bossier,LA,22015,116,2009,Metropolitan,Metropolitan,Louisiana,South,High
Caddo,LA,22017,136.2,2009,Metropolitan,Metropolitan,Louisiana,South,High
Calcasieu,LA,22019,118.2,2009,Metropolitan,Metropolitan,Louisiana,South,High
Catahoula,LA,22025,117.4,2009,Rural,Rural,Louisiana,South,High
Concordia,LA,22029,105,2009,Micropolitan,Rural,Louisiana,South,High
De Soto,LA,22031,16.7,2009,Metropolitan,Metropolitan,Louisiana,South,Low
East Baton Rouge,LA,22033,128.7,2009,Metropolitan,Metropolitan,Louisiana,South,High
