"","County","state.abbr","FIPS","prescribing.rate","year","rur.mic.metro","rural.metro","State","Region"
"3532","Tipton","IN",18159,87.2,2007,"Micropolitan","Rural","Indiana","Midwest"
"3533","Union","IN",18161,69.2,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3534","Vanderburgh","IN",18163,143.8,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3535","Vermillion","IN",18165,114.3,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3536","Vigo","IN",18167,157.3,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3537","Wabash","IN",18169,105.6,2007,"Micropolitan","Rural","Indiana","Midwest"
"3538","Warrick","IN",18173,88,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3539","Washington","IN",18175,101.3,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3540","Wayne","IN",18177,121.5,2007,"Micropolitan","Rural","Indiana","Midwest"
"3541","Wells","IN",18179,77.1,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3542","White","IN",18181,84.1,2007,"Micropolitan","Rural","Indiana","Midwest"
"3543","Whitley","IN",18183,106.8,2007,"Metropolitan","Metropolitan","Indiana","Midwest"
"3544","Allen","KS",20001,40.9,2007,"Micropolitan","Rural","Kansas","Midwest"
"3545","Atchison","KS",20005,114.8,2007,"Micropolitan","Rural","Kansas","Midwest"
"3546","Barber","KS",20007,108.4,2007,"Rural","Rural","Kansas","Midwest"
"3547","Barton","KS",20009,99.4,2007,"Micropolitan","Rural","Kansas","Midwest"
"3548","Bourbon","KS",20011,92.4,2007,"Micropolitan","Rural","Kansas","Midwest"
"3549","Brown","KS",20013,12.3,2007,"Micropolitan","Rural","Kansas","Midwest"
"3550","Butler","KS",20015,92.4,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3551","Chautauqua","KS",20019,30.4,2007,"Rural","Rural","Kansas","Midwest"
"3552","Cherokee","KS",20021,52,2007,"Micropolitan","Rural","Kansas","Midwest"
"3553","Cheyenne","KS",20023,72.1,2007,"Rural","Rural","Kansas","Midwest"
"3554","Clay","KS",20027,65,2007,"Micropolitan","Rural","Kansas","Midwest"
"3555","Cloud","KS",20029,54.2,2007,"Micropolitan","Rural","Kansas","Midwest"
"3556","Cowley","KS",20035,106.2,2007,"Micropolitan","Rural","Kansas","Midwest"
"3557","Crawford","KS",20037,130.4,2007,"Micropolitan","Rural","Kansas","Midwest"
"3558","Decatur","KS",20039,128.2,2007,"Rural","Rural","Kansas","Midwest"
"3559","Dickinson","KS",20041,62.8,2007,"Micropolitan","Rural","Kansas","Midwest"
"3560","Douglas","KS",20045,72.9,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3561","Ellis","KS",20051,149.2,2007,"Micropolitan","Rural","Kansas","Midwest"
"3562","Ellsworth","KS",20053,62.1,2007,"Micropolitan","Rural","Kansas","Midwest"
"3563","Finney","KS",20055,69.7,2007,"Micropolitan","Rural","Kansas","Midwest"
"3564","Ford","KS",20057,103.3,2007,"Micropolitan","Rural","Kansas","Midwest"
"3565","Franklin","KS",20059,117.9,2007,"Micropolitan","Rural","Kansas","Midwest"
"3566","Geary","KS",20061,55.8,2007,"Micropolitan","Rural","Kansas","Midwest"
"3567","Graham","KS",20065,137.2,2007,"Rural","Rural","Kansas","Midwest"
"3568","Gray","KS",20069,15.8,2007,"Rural","Rural","Kansas","Midwest"
"3569","Greeley","KS",20071,191.1,2007,"Rural","Rural","Kansas","Midwest"
"3570","Hamilton","KS",20075,73.2,2007,"Rural","Rural","Kansas","Midwest"
"3571","Harvey","KS",20079,92.2,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3572","Jackson","KS",20085,39.3,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3573","Jefferson","KS",20087,11.1,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3574","Johnson","KS",20091,75.8,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3575","Kearny","KS",20093,39.6,2007,"Rural","Rural","Kansas","Midwest"
"3576","Labette","KS",20099,91.7,2007,"Micropolitan","Rural","Kansas","Midwest"
"3577","Leavenworth","KS",20103,51.4,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3578","Logan","KS",20109,67,2007,"Rural","Rural","Kansas","Midwest"
"3579","Lyon","KS",20111,63,2007,"Micropolitan","Rural","Kansas","Midwest"
"3580","McPherson","KS",20113,64.8,2007,"Micropolitan","Rural","Kansas","Midwest"
"3581","Marion","KS",20115,9.5,2007,"Micropolitan","Rural","Kansas","Midwest"
"3582","Marshall","KS",20117,18.4,2007,"Micropolitan","Rural","Kansas","Midwest"
"3583","Miami","KS",20121,19.2,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3584","Montgomery","KS",20125,120.4,2007,"Micropolitan","Rural","Kansas","Midwest"
"3585","Morton","KS",20129,174.9,2007,"Rural","Rural","Kansas","Midwest"
"3586","Nemaha","KS",20131,8.5,2007,"Micropolitan","Rural","Kansas","Midwest"
"3587","Neosho","KS",20133,73.8,2007,"Micropolitan","Rural","Kansas","Midwest"
"3588","Norton","KS",20137,40.1,2007,"Micropolitan","Rural","Kansas","Midwest"
"3589","Osborne","KS",20141,134.5,2007,"Rural","Rural","Kansas","Midwest"
"3590","Pawnee","KS",20145,45.2,2007,"Micropolitan","Rural","Kansas","Midwest"
"3591","Pottawatomie","KS",20149,27.5,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3592","Pratt","KS",20151,169.9,2007,"Micropolitan","Rural","Kansas","Midwest"
"3593","Reno","KS",20155,91,2007,"Micropolitan","Rural","Kansas","Midwest"
"3594","Republic","KS",20157,134.7,2007,"Rural","Rural","Kansas","Midwest"
"3595","Rice","KS",20159,42.5,2007,"Micropolitan","Rural","Kansas","Midwest"
"3596","Riley","KS",20161,68.7,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3597","Rush","KS",20165,72.4,2007,"Rural","Rural","Kansas","Midwest"
"3598","Saline","KS",20169,133.2,2007,"Micropolitan","Rural","Kansas","Midwest"
"3599","Scott","KS",20171,102.1,2007,"Micropolitan","Rural","Kansas","Midwest"
"3600","Sedgwick","KS",20173,108.9,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3601","Seward","KS",20175,105.3,2007,"Micropolitan","Rural","Kansas","Midwest"
"3602","Shawnee","KS",20177,113,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3603","Sheridan","KS",20179,55.3,2007,"Rural","Rural","Kansas","Midwest"
"3604","Sherman","KS",20181,118.7,2007,"Micropolitan","Rural","Kansas","Midwest"
"3605","Smith","KS",20183,132.8,2007,"Rural","Rural","Kansas","Midwest"
"3606","Stevens","KS",20189,65.2,2007,"Micropolitan","Rural","Kansas","Midwest"
"3607","Sumner","KS",20191,79.6,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3608","Thomas","KS",20193,121.7,2007,"Micropolitan","Rural","Kansas","Midwest"
"3609","Trego","KS",20195,114.7,2007,"Rural","Rural","Kansas","Midwest"
"3610","Washington","KS",20201,14.3,2007,"Rural","Rural","Kansas","Midwest"
"3611","Wilson","KS",20205,113,2007,"Micropolitan","Rural","Kansas","Midwest"
"3612","Wyandotte","KS",20209,68,2007,"Metropolitan","Metropolitan","Kansas","Midwest"
"3613","Adair","KY",21001,105,2007,"Micropolitan","Rural","Kentucky","South"
"3614","Allen","KY",21003,53.4,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3615","Anderson","KY",21005,86.5,2007,"Micropolitan","Rural","Kentucky","South"
"3616","Ballard","KY",21007,106,2007,"Rural","Rural","Kentucky","South"
"3617","Barren","KY",21009,111.2,2007,"Micropolitan","Rural","Kentucky","South"
"3618","Bell","KY",21013,377.3,2007,"Micropolitan","Rural","Kentucky","South"
"3619","Boone","KY",21015,139.6,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3620","Bourbon","KY",21017,115.9,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3621","Boyd","KY",21019,194.1,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3622","Boyle","KY",21021,177.8,2007,"Micropolitan","Rural","Kentucky","South"
"3623","Breathitt","KY",21025,174.6,2007,"Micropolitan","Rural","Kentucky","South"
"3624","Breckinridge","KY",21027,47.2,2007,"Rural","Rural","Kentucky","South"
"3625","Bullitt","KY",21029,85.7,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3626","Butler","KY",21031,149.2,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3627","Caldwell","KY",21033,144.5,2007,"Micropolitan","Rural","Kentucky","South"
"3628","Calloway","KY",21035,126.7,2007,"Micropolitan","Rural","Kentucky","South"
"3629","Campbell","KY",21037,133.3,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3630","Carlisle","KY",21039,43.4,2007,"Rural","Rural","Kentucky","South"
"3631","Carroll","KY",21041,177.6,2007,"Micropolitan","Rural","Kentucky","South"
"3632","Carter","KY",21043,133.9,2007,"Micropolitan","Rural","Kentucky","South"
"3633","Casey","KY",21045,74.7,2007,"Rural","Rural","Kentucky","South"
"3634","Christian","KY",21047,91,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3635","Clark","KY",21049,165.6,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3636","Clay","KY",21051,279.4,2007,"Micropolitan","Rural","Kentucky","South"
"3637","Clinton","KY",21053,1.4,2007,"Rural","Rural","Kentucky","South"
"3638","Crittenden","KY",21055,199.4,2007,"Micropolitan","Rural","Kentucky","South"
"3639","Cumberland","KY",21057,222.3,2007,"Rural","Rural","Kentucky","South"
"3640","Daviess","KY",21059,122,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3641","Edmonson","KY",21061,54.5,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3642","Estill","KY",21065,142.3,2007,"Micropolitan","Rural","Kentucky","South"
"3643","Fayette","KY",21067,108.8,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3644","Fleming","KY",21069,105.9,2007,"Micropolitan","Rural","Kentucky","South"
"3645","Floyd","KY",21071,292.4,2007,"Micropolitan","Rural","Kentucky","South"
"3646","Franklin","KY",21073,125.6,2007,"Micropolitan","Rural","Kentucky","South"
"3647","Fulton","KY",21075,193,2007,"Rural","Rural","Kentucky","South"
"3648","Garrard","KY",21079,71.6,2007,"Micropolitan","Rural","Kentucky","South"
"3649","Grant","KY",21081,127.1,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3650","Graves","KY",21083,117.4,2007,"Micropolitan","Rural","Kentucky","South"
"3651","Grayson","KY",21085,104.6,2007,"Micropolitan","Rural","Kentucky","South"
"3652","Green","KY",21087,134.3,2007,"Rural","Rural","Kentucky","South"
"3653","Greenup","KY",21089,130.4,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3654","Hardin","KY",21093,98.5,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3655","Harlan","KY",21095,160.9,2007,"Micropolitan","Rural","Kentucky","South"
"3656","Harrison","KY",21097,124.6,2007,"Micropolitan","Rural","Kentucky","South"
"3657","Hart","KY",21099,81.9,2007,"Rural","Rural","Kentucky","South"
"3658","Henderson","KY",21101,114.3,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3659","Henry","KY",21103,96.7,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3660","Hickman","KY",21105,85.6,2007,"Rural","Rural","Kentucky","South"
"3661","Hopkins","KY",21107,173.4,2007,"Micropolitan","Rural","Kentucky","South"
"3662","Jackson","KY",21109,51.8,2007,"Rural","Rural","Kentucky","South"
"3663","Jefferson","KY",21111,125.2,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3664","Jessamine","KY",21113,103.2,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3665","Johnson","KY",21115,245.2,2007,"Micropolitan","Rural","Kentucky","South"
"3666","Kenton","KY",21117,101.5,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3667","Knott","KY",21119,50.7,2007,"Rural","Rural","Kentucky","South"
"3668","Knox","KY",21121,141.2,2007,"Micropolitan","Rural","Kentucky","South"
"3669","Larue","KY",21123,68.7,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3670","Laurel","KY",21125,162.4,2007,"Micropolitan","Rural","Kentucky","South"
"3671","Lawrence","KY",21127,243.5,2007,"Micropolitan","Rural","Kentucky","South"
"3672","Lee","KY",21129,154.2,2007,"Rural","Rural","Kentucky","South"
"3673","Leslie","KY",21131,166.3,2007,"Rural","Rural","Kentucky","South"
"3674","Letcher","KY",21133,194.4,2007,"Rural","Rural","Kentucky","South"
"3675","Lewis","KY",21135,64.2,2007,"Rural","Rural","Kentucky","South"
"3676","Lincoln","KY",21137,82.2,2007,"Micropolitan","Rural","Kentucky","South"
"3677","Livingston","KY",21139,74.9,2007,"Rural","Rural","Kentucky","South"
"3678","Logan","KY",21141,71,2007,"Micropolitan","Rural","Kentucky","South"
"3679","Lyon","KY",21143,88.3,2007,"Rural","Rural","Kentucky","South"
"3680","McCracken","KY",21145,214.2,2007,"Micropolitan","Rural","Kentucky","South"
"3681","McCreary","KY",21147,165.1,2007,"Rural","Rural","Kentucky","South"
"3682","McLean","KY",21149,58.7,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3683","Madison","KY",21151,107.9,2007,"Micropolitan","Rural","Kentucky","South"
"3684","Magoffin","KY",21153,160.3,2007,"Rural","Rural","Kentucky","South"
"3685","Marion","KY",21155,91.1,2007,"Micropolitan","Rural","Kentucky","South"
"3686","Marshall","KY",21157,101.4,2007,"Micropolitan","Rural","Kentucky","South"
"3687","Martin","KY",21159,137.2,2007,"Rural","Rural","Kentucky","South"
"3688","Mason","KY",21161,152.2,2007,"Micropolitan","Rural","Kentucky","South"
"3689","Meade","KY",21163,63.6,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3690","Menifee","KY",21165,65.4,2007,"Rural","Rural","Kentucky","South"
"3691","Mercer","KY",21167,112.4,2007,"Micropolitan","Rural","Kentucky","South"
"3692","Metcalfe","KY",21169,64.3,2007,"Rural","Rural","Kentucky","South"
"3693","Monroe","KY",21171,174.4,2007,"Rural","Rural","Kentucky","South"
"3694","Montgomery","KY",21173,210.7,2007,"Micropolitan","Rural","Kentucky","South"
"3695","Morgan","KY",21175,79,2007,"Rural","Rural","Kentucky","South"
"3696","Muhlenberg","KY",21177,139.3,2007,"Micropolitan","Rural","Kentucky","South"
"3697","Nelson","KY",21179,97.8,2007,"Micropolitan","Rural","Kentucky","South"
"3698","Ohio","KY",21183,133.9,2007,"Micropolitan","Rural","Kentucky","South"
"3699","Oldham","KY",21185,65.7,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3700","Owen","KY",21187,83.6,2007,"Rural","Rural","Kentucky","South"
"3701","Owsley","KY",21189,272.7,2007,"Rural","Rural","Kentucky","South"
"3702","Pendleton","KY",21191,40.7,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3703","Perry","KY",21193,248.4,2007,"Micropolitan","Rural","Kentucky","South"
"3704","Pike","KY",21195,408.7,2007,"Micropolitan","Rural","Kentucky","South"
"3705","Powell","KY",21197,173.6,2007,"Micropolitan","Rural","Kentucky","South"
"3706","Pulaski","KY",21199,141.7,2007,"Micropolitan","Rural","Kentucky","South"
"3707","Rockcastle","KY",21203,91,2007,"Micropolitan","Rural","Kentucky","South"
"3708","Rowan","KY",21205,174.2,2007,"Micropolitan","Rural","Kentucky","South"
"3709","Russell","KY",21207,239.1,2007,"Rural","Rural","Kentucky","South"
"3710","Scott","KY",21209,105.1,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3711","Shelby","KY",21211,85.2,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3712","Simpson","KY",21213,162.8,2007,"Micropolitan","Rural","Kentucky","South"
"3713","Spencer","KY",21215,65.9,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3714","Taylor","KY",21217,135.4,2007,"Micropolitan","Rural","Kentucky","South"
"3715","Todd","KY",21219,15,2007,"Rural","Rural","Kentucky","South"
"3716","Trigg","KY",21221,81.6,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3717","Trimble","KY",21223,51.5,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3718","Union","KY",21225,133.7,2007,"Micropolitan","Rural","Kentucky","South"
"3719","Warren","KY",21227,124.9,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3720","Washington","KY",21229,63.3,2007,"Rural","Rural","Kentucky","South"
"3721","Wayne","KY",21231,193.3,2007,"Micropolitan","Rural","Kentucky","South"
"3722","Webster","KY",21233,69.7,2007,"Rural","Rural","Kentucky","South"
"3723","Whitley","KY",21235,312.2,2007,"Micropolitan","Rural","Kentucky","South"
"3724","Woodford","KY",21239,83.9,2007,"Metropolitan","Metropolitan","Kentucky","South"
"3725","Acadia","LA",22001,93.6,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3726","Allen","LA",22003,101.5,2007,"Micropolitan","Rural","Louisiana","South"
"3727","Ascension","LA",22005,116.5,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3728","Assumption","LA",22007,40.6,2007,"Micropolitan","Rural","Louisiana","South"
"3729","Avoyelles","LA",22009,126.7,2007,"Micropolitan","Rural","Louisiana","South"
"3730","Beauregard","LA",22011,81.8,2007,"Micropolitan","Rural","Louisiana","South"
"3731","Bossier","LA",22015,114.3,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3732","Caddo","LA",22017,121.1,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3733","Calcasieu","LA",22019,117.1,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3734","Catahoula","LA",22025,115.2,2007,"Rural","Rural","Louisiana","South"
"3735","Claiborne","LA",22027,54,2007,"Micropolitan","Rural","Louisiana","South"
"3736","Concordia","LA",22029,123.9,2007,"Micropolitan","Rural","Louisiana","South"
"3737","De Soto","LA",22031,32.4,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3738","East Baton Rouge","LA",22033,123,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3739","East Carroll","LA",22035,99.6,2007,"Micropolitan","Rural","Louisiana","South"
"3740","East Feliciana","LA",22037,70.6,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3741","Evangeline","LA",22039,179.6,2007,"Micropolitan","Rural","Louisiana","South"
"3742","Franklin","LA",22041,84.8,2007,"Micropolitan","Rural","Louisiana","South"
"3743","Grant","LA",22043,23.5,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3744","Iberia","LA",22045,113.6,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3745","Iberville","LA",22047,84.7,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3746","Jackson","LA",22049,27.7,2007,"Micropolitan","Rural","Louisiana","South"
"3747","Jefferson","LA",22051,144.7,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3748","Jefferson Davis","LA",22053,110.6,2007,"Micropolitan","Rural","Louisiana","South"
"3749","Lafayette","LA",22055,133.3,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3750","Lafourche","LA",22057,98.5,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3751","La Salle","LA",22059,111.2,2007,"Micropolitan","Rural","Louisiana","South"
"3752","Lincoln","LA",22061,74,2007,"Micropolitan","Rural","Louisiana","South"
"3753","Livingston","LA",22063,103.3,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3754","Madison","LA",22065,67.1,2007,"Micropolitan","Rural","Louisiana","South"
"3755","Morehouse","LA",22067,103.7,2007,"Micropolitan","Rural","Louisiana","South"
"3756","Natchitoches","LA",22069,80.5,2007,"Micropolitan","Rural","Louisiana","South"
"3757","Orleans","LA",22071,64.2,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3758","Ouachita","LA",22073,126.2,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3759","Pointe Coupee","LA",22077,74.4,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3760","Rapides","LA",22079,155.2,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3761","Richland","LA",22083,57.4,2007,"Micropolitan","Rural","Louisiana","South"
"3762","Sabine","LA",22085,23.6,2007,"Micropolitan","Rural","Louisiana","South"
"3763","St. Bernard","LA",22087,130,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3764","St. Charles","LA",22089,73.3,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3765","St. Helena","LA",22091,59.9,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3766","St. James","LA",22093,31.2,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3767","St. John the Baptist","LA",22095,84.9,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3768","St. Landry","LA",22097,144.5,2007,"Micropolitan","Rural","Louisiana","South"
"3769","St. Martin","LA",22099,78.1,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3770","St. Mary","LA",22101,109.1,2007,"Micropolitan","Rural","Louisiana","South"
"3771","St. Tammany","LA",22103,153.5,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3772","Tangipahoa","LA",22105,136.2,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3773","Terrebonne","LA",22109,113.5,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3774","Union","LA",22111,58.3,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3775","Vermilion","LA",22113,89.7,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3776","Vernon","LA",22115,14.1,2007,"Micropolitan","Rural","Louisiana","South"
"3777","Washington","LA",22117,136,2007,"Micropolitan","Rural","Louisiana","South"
"3778","Webster","LA",22119,79.3,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3779","West Baton Rouge","LA",22121,88.5,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3780","West Carroll","LA",22123,62.1,2007,"Rural","Rural","Louisiana","South"
"3781","West Feliciana","LA",22125,33.7,2007,"Metropolitan","Metropolitan","Louisiana","South"
"3782","Winn","LA",22127,48.5,2007,"Micropolitan","Rural","Louisiana","South"
"3783","Barnstable","MA",25001,88.2,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3784","Berkshire","MA",25003,98.9,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3785","Bristol","MA",25005,89.3,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3786","Dukes","MA",25007,57.7,2007,"Micropolitan","Rural","Massachusetts","Northeast"
"3787","Essex","MA",25009,66.6,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3788","Franklin","MA",25011,60,2007,"Micropolitan","Rural","Massachusetts","Northeast"
"3789","Hampden","MA",25013,86.6,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3790","Hampshire","MA",25015,62.3,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3791","Middlesex","MA",25017,54.4,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3792","Nantucket","MA",25019,57.6,2007,"Micropolitan","Rural","Massachusetts","Northeast"
"3793","Norfolk","MA",25021,60.1,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3794","Plymouth","MA",25023,70.7,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3795","Suffolk","MA",25025,57.9,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3796","Worcester","MA",25027,76,2007,"Metropolitan","Metropolitan","Massachusetts","Northeast"
"3797","Allegany","MD",24001,118.5,2007,"Metropolitan","Metropolitan","Maryland","South"
"3798","Anne Arundel","MD",24003,79.8,2007,"Metropolitan","Metropolitan","Maryland","South"
"3799","Baltimore","MD",24005,73.6,2007,"Metropolitan","Metropolitan","Maryland","South"
"3800","Calvert","MD",24009,90.3,2007,"Metropolitan","Metropolitan","Maryland","South"
"3801","Caroline","MD",24011,53.9,2007,"Micropolitan","Rural","Maryland","South"
"3802","Carroll","MD",24013,68.4,2007,"Metropolitan","Metropolitan","Maryland","South"
"3803","Cecil","MD",24015,93.8,2007,"Metropolitan","Metropolitan","Maryland","South"
"3804","Charles","MD",24017,87,2007,"Metropolitan","Metropolitan","Maryland","South"
"3805","Dorchester","MD",24019,72.1,2007,"Micropolitan","Rural","Maryland","South"
"3806","Frederick","MD",24021,72.1,2007,"Metropolitan","Metropolitan","Maryland","South"
"3807","Garrett","MD",24023,76.3,2007,"Micropolitan","Rural","Maryland","South"
"3808","Harford","MD",24025,75.9,2007,"Metropolitan","Metropolitan","Maryland","South"
"3809","Howard","MD",24027,33.6,2007,"Metropolitan","Metropolitan","Maryland","South"
"3810","Kent","MD",24029,135.7,2007,"Micropolitan","Rural","Maryland","South"
"3811","Montgomery","MD",24031,40.1,2007,"Metropolitan","Metropolitan","Maryland","South"
"3812","Prince George<d5>s","MD",24033,43.2,2007,"Metropolitan","Metropolitan","Maryland","South"
"3813","Queen Anne<d5>s","MD",24035,80,2007,"Metropolitan","Metropolitan","Maryland","South"
"3814","St. Mary<d5>s","MD",24037,77.1,2007,"Metropolitan","Metropolitan","Maryland","South"
"3815","Somerset","MD",24039,54.5,2007,"Metropolitan","Metropolitan","Maryland","South"
"3816","Talbot","MD",24041,91.2,2007,"Micropolitan","Rural","Maryland","South"
"3817","Washington","MD",24043,95.1,2007,"Metropolitan","Metropolitan","Maryland","South"
"3818","Wicomico","MD",24045,90.4,2007,"Metropolitan","Metropolitan","Maryland","South"
"3819","Worcester","MD",24047,108.3,2007,"Metropolitan","Metropolitan","Maryland","South"
"3820","Baltimore City","MD",24510,58,2007,"Metropolitan","Metropolitan","Maryland","South"
"3821","Androscoggin","ME",23001,96.6,2007,"Metropolitan","Metropolitan","Maine","Northeast"
"3822","Aroostook","ME",23003,90.1,2007,"Micropolitan","Rural","Maine","Northeast"
"3823","Cumberland","ME",23005,80.9,2007,"Metropolitan","Metropolitan","Maine","Northeast"
"3824","Franklin","ME",23007,86.3,2007,"Micropolitan","Rural","Maine","Northeast"
"3825","Hancock","ME",23009,85.9,2007,"Micropolitan","Rural","Maine","Northeast"
"3826","Kennebec","ME",23011,111.7,2007,"Micropolitan","Rural","Maine","Northeast"
"3827","Knox","ME",23013,77.7,2007,"Micropolitan","Rural","Maine","Northeast"
"3828","Lincoln","ME",23015,62.3,2007,"Rural","Rural","Maine","Northeast"
"3829","Oxford","ME",23017,76.1,2007,"Micropolitan","Rural","Maine","Northeast"
"3830","Penobscot","ME",23019,105.2,2007,"Metropolitan","Metropolitan","Maine","Northeast"
"3831","Piscataquis","ME",23021,116.4,2007,"Rural","Rural","Maine","Northeast"
"3832","Sagadahoc","ME",23023,78.7,2007,"Metropolitan","Metropolitan","Maine","Northeast"
"3833","Somerset","ME",23025,79.8,2007,"Micropolitan","Rural","Maine","Northeast"
"3834","Waldo","ME",23027,71.5,2007,"Micropolitan","Rural","Maine","Northeast"
"3835","Washington","ME",23029,69.3,2007,"Micropolitan","Rural","Maine","Northeast"
"3836","York","ME",23031,65.7,2007,"Metropolitan","Metropolitan","Maine","Northeast"
"3837","Alcona","MI",26001,32,2007,"Rural","Rural","Michigan","Midwest"
"3838","Alger","MI",26003,86.4,2007,"Micropolitan","Rural","Michigan","Midwest"
"3839","Allegan","MI",26005,51.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3840","Alpena","MI",26007,113,2007,"Micropolitan","Rural","Michigan","Midwest"
"3841","Antrim","MI",26009,62.3,2007,"Rural","Rural","Michigan","Midwest"
"3842","Arenac","MI",26011,86,2007,"Rural","Rural","Michigan","Midwest"
"3843","Baraga","MI",26013,118.5,2007,"Rural","Rural","Michigan","Midwest"
"3844","Barry","MI",26015,31.9,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3845","Bay","MI",26017,94.6,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
