"","WATERSHED","SAMPLE_DATE","SITE_NAME","SITE_TYPE","MEDIUM","PARAM_TYPE","PARAMETER","QUALIFIER","RESULT","UNIT","FILTER","SAMPLE_ID","SAMPLE_SITE_NO","DEPTH_IN_METERS","METHOD","QC_FLAG","PROJECT","Location","DATA_REF_NO","LAT_DD_WGS84","LON_DD_WGS84","SAMPLE_REF_NO","TIME_NULL","QC_TYPE","YEAR"
"267","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ 1st St (CC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.95","MG/L","Dissolved","2-LBL @ 1st BOTT",2,5,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2630555995556, -97.7475278001577)",2623453,30.2630555995556,-97.7475278001577,525315,FALSE,"","2018"
"268","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ 1st St (CC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.25","MG/L","Dissolved","2-LBL @ 1st dp4.01",2,4.01,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2630555995556, -97.7475278001577)",2623210,30.2630555995556,-97.7475278001577,525280,FALSE,"","2018"
"269","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ 1st St (CC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.28","MG/L","Dissolved","2-LBL @ 1st dp1.99",2,1.99,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2630555995556, -97.7475278001577)",2623469,30.2630555995556,-97.7475278001577,525318,FALSE,"","2018"
"270","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ 1st St (CC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.25","MG/L","Dissolved","2-LBL @ 1st dp2.99",2,2.99,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2630555995556, -97.7475278001577)",2623474,30.2630555995556,-97.7475278001577,525279,FALSE,"","2018"
"271","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ 1st St (CC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.34","MG/L","Dissolved","2-LBL @ 1st dp1",2,1,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2630555995556, -97.7475278001577)",2623464,30.2630555995556,-97.7475278001577,525317,FALSE,"","2018"
"272","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ 1st St (CC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.35","MG/L","Dissolved","2-LBL @ 1st SURF",2,0.3,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2630555995556, -97.7475278001577)",2623458,30.2630555995556,-97.7475278001577,525316,FALSE,"","2018"
"273","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ Red Bud Isle (EC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.71","MG/L","Dissolved","5-LBL @ Red Bud BOTT",5,5.39,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2871112881052, -97.7857300357344)",2623250,30.2871112881052,-97.7857300357344,525291,FALSE,"","2018"
"274","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ Red Bud Isle (EC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.71","MG/L","Dissolved","5-LBL @ Red Bud dp5",5,5,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2871112881052, -97.7857300357344)",2623245,30.2871112881052,-97.7857300357344,525290,FALSE,"","2018"
"275","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ Red Bud Isle (EC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.81","MG/L","Dissolved","5-LBL @ Red Bud dp3",5,3,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2871112881052, -97.7857300357344)",2623235,30.2871112881052,-97.7857300357344,525288,FALSE,"","2018"
"276","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ Red Bud Isle (EC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.77","MG/L","Dissolved","5-LBL @ Red Bud dp4",5,4,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2871112881052, -97.7857300357344)",2623240,30.2871112881052,-97.7857300357344,525289,FALSE,"","2018"
"277","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ Red Bud Isle (EC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.71","MG/L","Dissolved","5-LBL @ Red Bud dp1.99",5,1.99,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2871112881052, -97.7857300357344)",2623230,30.2871112881052,-97.7857300357344,525287,FALSE,"","2018"
"278","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ Red Bud Isle (EC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.65","MG/L","Dissolved","5-LBL @ Red Bud dp1",5,1,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2871112881052, -97.7857300357344)",2623225,30.2871112881052,-97.7857300357344,525286,FALSE,"","2018"
"279","Lady Bird Lake",2018-02-21,"Lady Bird Lake @ Red Bud Isle (EC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","9.92","MG/L","Dissolved","5-LBL @ Red Bud SURF",5,0.3,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2871112881052, -97.7857300357344)",2623219,30.2871112881052,-97.7857300357344,525285,FALSE,"","2018"
